caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
011398.00035;;;UK;;fz.ye;0;20/2/2029;;;011398.00090\GB;;;;Automatic Display Unit Activation;;;The present invention provides apparatuses and methods for controlling the brightness of a display unit based on detected movement of an external object such as a user. An apparatus includes a display, e.g., a color liquid crystal display (LCD) or organic light emitting diode 5 (OLED). A proximity circuit generates a transmitted signal and a received signal. The received signal results from the transmitted signal being reflected by an external object. A control unit processes the received signal to determine a degree of motion of the external object. When the degree of motion is greater than a first predetermined threshold but not greater than a second predetermined threshold, the display is activated and operating at partial intensity. When the 10 degree of motion is greater than the second predetermined threshold, the display is activated at full intensity. The degree of motion may be determined from the variation of the received signal.;Computime Ltd;;;;CHENG Chung Ming ;;CHAN Ho Sin Vincent ;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00090\GB;25/8/2010;GB1014141.4;;;;3/11/2010;GB2469972;25/4/2012;GB2469972;;;
40954675;;;US;;fz.ye;0;10/5/2030;;;011398.00035\US;;;;Automatic Display Unit Activation;;;The present invention provides apparatuses and methods for controlling the brightness of a display unit based on detected movement of an external object such as a user. An apparatus includes a display, e.g., a color liquid crystal display (LCD) or organic light emitting diode (OLED). A proximity circuit generates a transmitted signal and a received signal. The received signal results from the transmitted signal being reflected by an external object. A control unit processes the received signal to determine a degree of motion of the external object. When the degree of motion is greater than a first predetermined threshold but not greater than a second predetermined threshold, the display is activated and operating at partial intensity. When the degree of motion is greater than the second predetermined threshold, the display is activated at full intensity. The degree of motion may be determined from the variation of the received signal.;Computime Ltd;;;;CHENG Chung Ming ;;CHAN Ho Sin Vincent ;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00035\US;20/2/2008;12/034391;;;;20/8/2009;US-2009-0207122-A1;8/5/2012;8174483;;;
"011398.00150\US
011398.00207\CN";PAT;;CN;;fz.ye;0;8/10/2026;;;011398.00256\CN;;;;"Biometric Data 
Capturing and Analysis 生物测定数据捕获和分析";;;本申请公开了生物测定数据捕获和分析。可以从热传感器信号评估人的健康状况。通过增加热感摄像机的性能指标（例如，分辨率、帧速率、灵敏度），操作可以扩展到身份验证、生物测定数据提取和健康状况分析等。可以通过监测热图像的时间序列来执行预测，并且因此可以提供健康状况的预警。设备可以用于但不限于通过监督和强化学习对智能家居装置进行个性化。所述设备的应用可以是但不限于智能家居、智能建筑和智能车辆等。;金宝通电子（深圳）有限公司;;;;蔡鸿彬;;朱俊杰;;吴有慧;;陈良贤;;;;;;;;;;;;深圳市惠邦知识产权代理事务所;011398.00256\CN;5/9/2019;201980059733.30;;;;;CN112740221B;27/12/2024;2019800597333 ;;;
68000078;;;US;;fz.ye;0;4/9/2039;;;011398.00142\US;;;;Biometric Data Capturing and Analysis;;;A health condition of a person may be assessed from a thermal sensor signal. By increasing performance indices of a thermal camera (for example, resolution, frame rate, sensitivity), operation may be extended to identification verification, biometric data extraction and health condition analysis, and so forth. Prediction may be carried out by monitoring a time sequence of thermal images, and consequently early warning of the health condition may be provided. The apparatus may be used for, but not limited to, personalization of smart home devices through supervised and reinforcement learnings. The application of the apparatus may be, but not limited to, smart homes, smart buildings and smart vehicles, and so forth.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;NG Yau Wai;;CHAN Leung Yin;;;;;;;;;;;;Banner & Witcoff ;011398.00142\US;4/9/2019;16/559814;;;;12/3/2020;US-2020-0082189-A1;9/3/2021;10943137;;;
68000078;;DIV;US;;fz.ye;0;22/8/2034;;;011398.00205\US;;;;Biometric Data Capturing and Analysis;;;A health condition of a person may be assessed from a thermal sensor signal. By increasing performance indices of a thermal camera (for example, resolution, frame rate, sensitivity), operation may be extended to identification verification, biometric data extraction and health condition analysis, and so forth. Prediction may be carried out by monitoring a time sequence of thermal images, and consequently early warning of the health condition may be provided. The apparatus may be used for, but not limited to, personalization of smart home devices through supervised and reinforcement learnings. The application of the apparatus may be, but not limited to, smart homes, smart buildings and smart vehicles, and so forth.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;NG Yau Wai;;CHAN Leung Yin;;;;;;;;;;;;Banner & Witcoff ;011398.00205\US;3/2/2021;17/166722;;;;27/5/2021;US 20210158065 A1;22/8/2023;11734405;;;
011398.00150;;;EP;;fz.ye;0;;;;011398.00208\EP;;;;Biometric Data Capturing and Analysis;;;A health condition of a person may be assessed from a thermal sensor signal. By increasing performance indices of a thermal camera (for example, resolution, frame rate, sensitivity), operation may be extended to identification verification, biometric data extraction and health condition analysis, and so forth. Prediction may be carried out by monitoring a time sequence of thermal images, and consequently early warning of the health condition may be provided. The apparatus may be used for, but not limited to, personalization of smart home devices through supervised and reinforcement learnings. The application of the apparatus may be, but not limited to, smart homes, smart buildings and smart vehicles, and so forth.;Computime Ltd;;;;Choi Hung Bun ;;Chu Chun Kit ;;Ng Yau Wai;;Chan Leung Yin;;;;;;;;;;;;Dehns;011398.00208\EP;9/4/2021;19773235.7;;;;21/7/2021;EP3850535;;;;;
011398.00150;;;HK;;fz.ye;0;;;;011398.00221\HK;;;;Biometric Data Capturing and Analysis;;;;Computime Ltd;;;;CHOI Hung Bun ;;CHU Chun Kit ;;NG Yau Wai;;CHAN Leung Yin;;;;;;;;;;;;DEACONS;;11/11/2021;62021042296.5;;;;14/1/2022;HK40052152;;;;;
;;;WO;;fz.ye;1;;;;11398.00169;;;;Biometric Data Capturing and Analysis;;;A health condition of a person may be assessed from a thermal sensor signal. By increasing performance indices of a thermal camera (for example, resolution, frame rate, sensitivity), operation may be extended to identification verification, biometric data extraction and health condition analysis, and so forth. Prediction may be carried out by monitoring a time sequence of thermal images, and consequently early warning of the health condition may be provided. The apparatus may be used for, but not limited to, personalization of smart home devices through supervised and reinforcement learnings. The application of the apparatus may be, but not limited to, smart homes, smart buildings and smart vehicles, and so forth.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;NG Yau Wai;;CHAN Leung Yin;;;;;;;;;;;;Banner & Witcoff ;11398.00169;5/9/2019;PCT/US2019/049666;;;;19/3/2020;WO2020055652;;;;;
011398.00150;PAT;;US;;fz.ye;0;24/9/2039;;;011398.00167\US;;;;Biometric Data Capturing and Analysis Using a Hybrid Sensing System;;;Apparatuses and methods detect a health condition of a user that may be assessed from a thermal sensor signal and/or radar sensor signal. One or more resultant biometric vectors may be generated from biometric vectors based on the thermal and radar signals, where the resultant biometric vectors contain resultant information about one or more biometric features for a user. Hazard information about the user is obtained from the one or more resultant biometric vectors, where the hazard information is indicative of a health event for the user. Consequently, an appropriate action on behalf of the user may be performed to ameliorate the health condition. The one or more resultant biometric vectors may include additional biometric features and/or a time sequence of the resultant biometric vectors to enhance hazard prediction. Moreover, the apparatuses and methods may support the user in different settings including a home, business, or vehicle.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;HA Wai-Leung;;CHAN Leung Yin;;;;;;;;;;;;Banner & Witcoff ;011398.00167\US;21/2/2020;16/797071;;;;18/6/2020;US-2020-0194127-A1;9/11/2021;11170899;;;
011398.00150;PAT;;EP;;fz.ye;0;;;;011398.00227\EP;;;;Biometric Data Capturing and Analysis Using a Hybrid Sensing System;;;Apparatuses and methods detect a health condition of a user that may be assessed from a thermal sensor signal and/or radar sensor signal. One or more resultant biometric vectors may be generated from biometric vectors based on the thermal and radar signals, where the resultant biometric vectors contain resultant information about one or more biometric features for a user. Hazard information about the user is obtained from the one or more resultant biometric vectors, where the hazard information is indicative of a health event for the user. Consequently, an appropriate action on behalf of the user may be performed to ameliorate the health condition. The one or more resultant biometric vectors may include additional biometric features and/or a time sequence of the resultant biometric vectors to enhance hazard prediction. Moreover, the apparatuses and methods may support the user in different settings including a home, business, or vehicle.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;HA Wai-Leung;;CHAN Leung Yin;;;;;;;;;;;;"	Dehns";011398.00227\EP;29/3/2022;20775122.3;;;;13/7/2022;EP4026046;12/2/2025;EP4026046A1;;;
11398.00167;;;WO;;fz.ye;1;;;;011398.00197\WO;;;;Biometric Data Capturing and Analysis Using a Hybrid Sensing System;;;Apparatuses and methods detect a health condition of a user that may be assessed from a thermal sensor signal and/or radar sensor signal. One or more resultant biometric vectors may be generated from biometric vectors based on the thermal and radar signals, where the resultant biometric vectors contain resultant information about one or more biometric features for a user. Hazard information about the user is obtained from the one or more resultant biometric vectors, where the hazard information is indicative of a health event for the user. Consequently, an appropriate action on behalf of the user may be performed to ameliorate the health condition. The one or more resultant biometric vectors may include additional biometric features and/or a time sequence of the resultant biometric vectors to enhance hazard prediction. Moreover, the apparatuses and methods may support the user in different settings including a home, business, or vehicle.;Computime Ltd;;;;CHOI Hung Bun;;CHU Chun Kit;;NG Yau Wai;;CHAN Leung Yin;;;;;;;;;;;;Banner & Witcoff ;011398.00197\WO;3/9/2020;PCT/US2020/049127;;;;11/3/2021;WO2021046172A1;;;;;
